Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,Energy_efficiency,Energy_ratio,CO2_per_capita
United States,nuclear,2004,8.222774019,8.222774019,15075.12,292731.8,341.61771316269704,6.633603452974172,0.0,1.0,1.0,0.0
United States,renewables_n_other,2004,6.074726225,6.062670661,15075.12,292731.8,341.61771316269704,6.633603452974172,0.0,0.9980154555854079,0.9980154555854079,0.0
United States,all_energy_types,2005,100.101576158,69.376922615,15600.22,295433.5,338.8294697723853,6.416677210834206,5993.719256,0.6930652371097104,0.6930652371097104,0.02028787952618779
United States,coal,2005,22.796542703,23.185188691,15600.22,295433.5,338.8294697723853,6.416677210834206,2158.366082,1.0170484618243825,1.0170484618243825,0.007305759441634073
United States,natural_gas,2005,22.565364,18.556014509,15600.22,295433.5,338.8294697723853,6.416677210834206,1200.931081,0.8223228532453544,0.8223228532453544,0.0040649793642224055
United States,petroleum_n_other_liquids,2005,40.572561186,13.254097616,15600.22,295433.5,338.8294697723853,6.416677210834206,2634.422093,0.3266763849400138,0.3266763849400138,0.00891714072033131
United States,nuclear,2005,8.160809705,8.160809705,15600.22,295433.5,338.8294697723853,6.416677210834206,0.0,1.0,1.0,0.0
United States,renewables_n_other,2005,6.23355613,6.220812094,15600.22,295433.5,338.8294697723853,6.416677210834206,0.0,0.9979555753194125,0.9979555753194125,0.0
United States,all_energy_types,2006,99.391540564,70.677576744,16034.36,298287.8,333.2068578198639,6.1986596636223705,6006.994255,0.7111025379316809,0.7111025379316809,0.020138249888195226
United States,coal,2006,22.447160049,23.789509857,16034.36,298287.8,333.2068578198639,6.1986596636223705,2180.146225,1.0598004293224523,1.0598004293224523,0.007308868230614863
United States,natural_gas,2006,22.238737723,19.021705698,16034.36,298287.8,333.2068578198639,6.1986596636223705,1182.46557,0.8553410690359083,0.8553410690359083,0.003964176778265823
United States,petroleum_n_other_liquids,2006,40.228924947,13.065491311,16034.36,298287.8,333.2068578198639,6.1986596636223705,2644.38246,0.32477853505191256,0.32477853505191256,0.008865204879314541
United States,nuclear,2006,8.214626466,8.214626466,16034.36,298287.8,333.2068578198639,6.1986596636223705,0.0,1.0,1.0,0.0
United States,renewables_n_other,2006,6.636868401,6.586243412,16034.36,298287.8,333.2068578198639,6.1986596636223705,0.0,0.9923721571769644,0.9923721571769644,0.0
United States,all_energy_types,2007,100.893363152,71.338068781,16356.75,301157.0,335.01915330541874,6.168301352774848,5929.329204,0.7070640382313975,0.7070640382313975,0.01968849870333414
United States,coal,2007,22.749466285,23.492742083,16356.75,301157.0,335.01915330541874,6.168301352774848,2146.008621,1.0326722301388707,1.0326722301388707,0.007125879926417117
United States,natural_gas,2007,23.662759009,19.786208502,16356.75,301157.0,335.01915330541874,6.168301352774848,1169.696029,0.8361750417385575,0.8361750417385575,0.003884007441301381
United States,petroleum_n_other_liquids,2007,39.997046624,13.09016213,16356.75,301157.0,335.01915330541874,6.168301352774848,2613.624554,0.3272782176408326,0.3272782176408326,0.008678611335615642
United States,nuclear,2007,8.458589234,8.458589234,16356.75,301157.0,335.01915330541874,6.168301352774848,0.0,1.0,1.0,0.0
United States,renewables_n_other,2007,6.523110045,6.510366832,16356.75,301157.0,335.01915330541874,6.168301352774848,0.0,0.9980464513227447,0.9980464513227447,0.0
